time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-06-13T17:25:32.781Z,60.1258,-148.5139,5.4,3.3,ml,,,,0.88,ak,ak0247l5y285,2024-06-13T18:06:19.040Z,"28 km WNW of Chenega, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2024-06-13T17:18:11.620Z,19.3328333333333,-155.137666666667,6.21,2.7,ml,40,98,0.04742,0.09,hv,hv74275766,2024-06-13T21:52:52.066Z,"14 km S of Fern Forest, Hawaii",earthquake,0.37,0.7,0.141049846951558,28,reviewed,hv,hv
2024-06-13T17:12:54.545Z,-22.8177,-176.6682,130.412,5.1,mww,78,62,6.5,0.68,us,us7000ms7h,2024-06-13T17:35:55.040Z,"230 km SW of Houma, Tonga",earthquake,10.89,4.679,0.086,13,reviewed,us,us
2024-06-13T15:56:48.206Z,19.373,-155.2764,7.314,3.4,ml,21,111,0.034,0.34,us,us7000ms5h,2024-06-13T20:21:19.087Z,"8 km SSW of Volcano, Hawaii",earthquake,1.17,1.362,0.059,38,reviewed,us,us
2024-06-13T15:56:47.980Z,19.3925,-155.274833333333,1.9,2.92,ml,52,46,0.003066,0.12,hv,hv74275626,2024-06-13T20:20:42.722Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.162433924275043,28,reviewed,hv,hv
2024-06-13T15:35:15.899Z,-7.529,127.6885,158.187,4.8,mb,61,45,3.712,0.81,us,us7000ms5e,2024-06-13T15:49:51.040Z,"133 km NE of Lospalos, Timor Leste",earthquake,3.5,6.866,0.053,111,reviewed,us,us
2024-06-13T15:25:05.438Z,63.214,-151.5526,35.6,3.3,ml,,,,0.91,ak,ak0247l4r4lf,2024-06-13T15:42:43.040Z,"37 km SSE of Denali National Park, Alaska",earthquake,,15.8,,,automatic,ak,ak
2024-06-13T14:04:57.903Z,52.7655,-175.6008,235.401,4.6,mb,79,80,0.728,0.81,us,us7000ms55,2024-06-13T15:56:49.997Z,"114 km WNW of Atka, Alaska",earthquake,9.27,7.184,0.032,291,reviewed,us,us
2024-06-13T13:49:11.376Z,57.7949,-155.6206,86.4,4.6,mww,,,,0.47,ak,ak0247l3pf99,2024-06-13T19:59:17.170Z,"73 km WNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-06-13T11:38:10.083Z,28.4735,52.9379,10,4.6,mb,70,69,4.569,0.81,us,us7000ms44,2024-06-13T11:57:16.040Z,"54 km SE of Fīrūzābād, Iran",earthquake,8.42,1.882,0.056,96,reviewed,us,us
2024-06-13T11:12:22.697Z,31.706,-101.695,5.6885,2.9,ml,19,61,0.1,0.1,tx,tx2024loms,2024-06-13T17:13:06.573Z,"26 km SW of Garden City, Texas",earthquake,1.1138750667732924,1.85411854472141,0.1,44,reviewed,tx,tx
2024-06-13T10:23:07.639Z,12.6133,144.2362,29.917,5.1,mb,76,39,1.149,1.08,us,us7000ms3s,2024-06-19T10:33:10.295Z,"86 km SSW of Merizo Village, Guam",earthquake,9.17,5.198,0.04,203,reviewed,us,us
2024-06-13T09:48:59.841Z,66.5868,-150.7921,4.5,2.7,ml,,,,0.84,ak,ak0247l1bkwu,2024-06-13T11:01:37.040Z,"48 km SE of Bettles, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-06-13T09:25:26.900Z,17.942,-66.9508333333333,9.75,2.48,md,11,219,0.05015,0.11,pr,pr71452473,2024-06-13T10:16:57.250Z,"5 km SW of Guánica, Puerto Rico",earthquake,0.49,0.49,0.0740032044419525,5,reviewed,pr,pr
2024-06-13T08:56:11.450Z,38.8569984436035,-123.012496948242,5.26000022888184,2.82,md,55,54,0.05301,0.08,nc,nc75021717,2024-06-13T19:38:44.451Z,"6 km NNE of Cloverdale, CA",earthquake,0.2,0.560000002,0.15,74,automatic,nc,nc
2024-06-13T07:40:37.833Z,49.5568,153.4488,192.677,4.5,mb,72,134,4.443,0.5,us,us7000ms38,2024-06-13T07:54:27.040Z,"228 km SW of Severo-Kuril’sk, Russia",earthquake,11.41,8.365,0.04,182,reviewed,us,us
2024-06-13T07:05:45.447Z,63.1193,-151.447,6.1,2.7,ml,,,,0.42,ak,ak0247kzvgsw,2024-06-13T07:15:10.040Z,"48 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-06-13T06:28:19.900Z,63.1202,-151.4337,4.6,3.4,ml,,,,0.94,ak,ak0247kzewoq,2024-06-13T07:44:01.084Z,"49 km SSE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-06-13T05:30:07.261Z,55.485,162.715,49.112,4.9,mww,117,94,3.43,0.9,us,us7000ms2s,2024-06-13T05:47:20.040Z,"84 km S of Ust’-Kamchatsk Staryy, Russia",earthquake,8.4,6.369,0.093,11,reviewed,us,us
2024-06-13T04:58:13.060Z,40.2428321838379,-121.150001525879,-0.490000009536743,2.47,md,17,83,0.2357,0.23,nc,nc75021667,2024-06-13T15:36:12.330Z,"4 km NE of Almanor, CA",earthquake,0.56,15.3599997,0.04,11,automatic,nc,nc
2024-06-13T04:19:20.484Z,-24.2194,179.9965,512.568,4.5,mb,33,81,5.338,0.75,us,us7000ms2i,2024-06-13T04:41:29.040Z,"south of the Fiji Islands",earthquake,13.96,8.478,0.106,26,reviewed,us,us
2024-06-13T04:13:26.379Z,-18.91,-172.7208,10,5,mb,34,100,2.648,1.64,us,us7000ms2f,2024-06-13T04:33:25.040Z,"136 km ESE of Neiafu, Tonga",earthquake,6.37,1.913,0.12,22,reviewed,us,us
2024-06-13T03:34:54.469Z,27.1548,140.2535,427.016,4,mb,37,95,1.722,0.68,us,us7000ms29,2024-06-13T04:01:56.040Z,"Bonin Islands, Japan region",earthquake,11.23,9.87,0.116,20,reviewed,us,us
2024-06-13T03:31:53.037Z,44.3305,149.1329,50.496,4.2,mb,36,199,4.705,0.58,us,us7000ms27,2024-06-13T04:14:55.040Z,"140 km SE of Kuril’sk, Russia",earthquake,14.14,9.253,0.11,23,reviewed,us,us
2024-06-13T03:12:49.171Z,63.5912,-150.8063,8.3,3.5,ml,,,,0.89,ak,ak0247kxj8pd,2024-06-13T13:56:57.469Z,"45 km E of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-06-13T02:29:49.855Z,-5.7684,145.9859,67.84,4.6,mb,50,115,3.795,0.59,us,us7000ms22,2024-06-13T02:50:13.040Z,"59 km NNE of Kainantu, Papua New Guinea",earthquake,9.85,6.845,0.087,39,reviewed,us,us
2024-06-13T00:24:04.269Z,-30.8474,-71.7302,23.823,4.1,mb,27,194,0.72,0.83,us,us7000ms1m,2024-06-13T00:42:57.040Z,"57 km WSW of Ovalle, Chile",earthquake,3.82,7.614,0.261,4,reviewed,us,us
2024-06-13T00:09:14.650Z,18.2261666666667,-66.9033333333333,20.55,2.77,md,22,93,0.08529,0.23,pr,pr71452458,2024-06-13T01:55:48.737Z,"8 km SSW of Lares, Puerto Rico",earthquake,0.43,1.03,0.10142976340701,12,reviewed,pr,pr
2024-06-12T23:37:51.750Z,23.9038,121.6836,38.859,4.1,mb,19,109,0.281,0.4,us,us7000ms1g,2024-06-13T22:23:33.040Z,"11 km SE of Hualien City, Taiwan",earthquake,2.97,4.843,0.234,5,reviewed,us,us
2024-06-12T22:26:58.295Z,-29.9937,-71.3121,49.219,4.5,mb,43,145,0.098,0.73,us,us7000ms1a,2024-06-12T22:41:46.040Z,"5 km SSE of Coquimbo, Chile",earthquake,3.02,8.196,0.093,34,reviewed,us,us
2024-06-12T21:50:13.822Z,-36.1646,177.8283,249.648,4.3,mb,26,219,1.447,0.88,us,us7000ms15,2024-06-12T22:09:56.040Z,"164 km NNW of Hicks Bay, New Zealand",earthquake,12.56,8.927,0.119,20,reviewed,us,us
2024-06-12T20:18:21.688Z,-15.1004,-72.1974,117.658,4.3,mb,26,128,3.596,1.29,us,us7000ms0i,2024-06-12T20:48:45.040Z,"24 km NE of Orcopampa, Peru",earthquake,10.09,15.801,0.153,12,reviewed,us,us
2024-06-12T19:53:55.707Z,52.6239,-169.7662,36.948,3,ml,13,205,0.165,0.71,us,us7000ms19,2024-06-13T15:46:01.040Z,"70 km WSW of Nikolski, Alaska",earthquake,6,10.262,0.091,16,reviewed,us,us
2024-06-12T19:37:13.260Z,18.6215,-64.6093333333333,2.3,2.86,md,3,304,0.2005,0.01,pr,pr71452438,2024-06-12T19:58:45.220Z,"37 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.75,1.4,0.0657181686096497,3,reviewed,pr,pr
2024-06-12T19:34:10.850Z,19.2078333333333,-155.484833333333,32.73,2.52,ml,49,81,0.04249,0.11,hv,hv74274381,2024-06-13T15:47:36.040Z,"0 km NW of Pāhala, Hawaii",earthquake,0.41,0.54,0.165970148211864,33,reviewed,hv,hv
2024-06-12T19:19:10.647Z,35.9621,27.9471,59.023,4.8,mww,174,67,0.288,0.63,us,us7000ms04,2024-06-14T00:41:52.782Z,"15 km SSW of Lárdos, Greece",earthquake,4.95,5.221,0.075,17,reviewed,us,us
2024-06-12T18:10:58.751Z,-3.0154,130.2133,10,4.7,mb,87,55,2.035,0.77,us,us7000mrzx,2024-06-12T19:30:12.040Z,"141 km ENE of Masohi, Indonesia",earthquake,7.85,1.832,0.059,87,reviewed,us,us
2024-06-12T17:01:20.245Z,4.3844,126.4897,33.626,5.8,mww,146,34,2.817,0.77,us,us7000mrz8,2024-06-13T17:05:11.462Z,"160 km SE of Sarangani, Philippines",earthquake,6.4,4.176,0.052,35,reviewed,us,us
2024-06-12T16:29:28.880Z,56.561,-148.606,10,3,ml,24,253,2.488,0.5,us,us7000mrz2,2024-06-13T00:52:01.040Z,"251 km ESE of Chiniak, Alaska",earthquake,10.89,2.015,0.077,22,reviewed,us,us
2024-06-12T16:23:05.290Z,18.1903,-68.2566,82,3.51,md,7,200,1.1785,0.32,pr,pr2024164000,2024-06-12T17:13:58.405Z,"42 km ESE of Boca de Yuma, Dominican Republic",earthquake,2.54,3.43,0.08,4,reviewed,pr,pr
2024-06-12T15:33:23.986Z,-6.6816,155.1177,366.688,4.5,mb,86,69,5.511,0.61,us,us7000mrxy,2024-06-13T02:17:57.040Z,"57 km SW of Panguna, Papua New Guinea",earthquake,10.98,6.833,0.065,69,reviewed,us,us
